Geneid	Length
PEX11A	13020
RPL36AP43	307
WDR93	52842
AC079075.1	751
RNU6-132P	107
MESP1	2650
MRPL15P1	1198
MESP2	18164
ANPEP	30513
AP3S2	64040
C15orf38-AP3S2	78575
MIR5094	85
AC027176.2	746
MIR5009	100
RNU6-1111P	107
ARPIN	17951
RNU7-111P	62
AC027176.1	514
AC027176.3	586
ZNF710	80815
MIR3174	87
AC087284.1	1049
ZNF710-AS1	7696
IDH2	19460
IDH2-DT	30797
SEMA4B	69076
RN7SL346P	294
RPS12P26	396
CIB1	4073
GDPGP1	12004
AC091167.7	31263
TTLL13P	15953
AC091167.2	22653
NGRN	12483
AC091167.6	48183
AC091167.1	588
AC091167.3	184
AC091167.5	413
AC091167.4	1205
GOLGA2P8	3722
RN7SL736P	269
AC018946.2	1851
GABARAPL3	354
ZNF774	16902
NDUFA3P4	250
IQGAP1	114026
AC018946.1	4392
CRTC3	115421
AC103739.1	608
AC103739.2	10334
CRTC3-AS1	97135
AC103739.3	1221
HSPE1P3	309
AC021422.1	473
LINC01585	4734
BLM	98839
AC124248.1	1655
RN7SL363P	273
FURIN	14867
FES	12082
MAN2A2	20367
AC068831.4	969
HDDC3	5233
UNC45A	23914
AC068831.1	2987
RCCD1	8256
PRC1	29592
AC068831.7	56377
PRC1-AS1	22280
VPS33B	24188
VPS33B-DT	13993
AC068831.6	435
AC068831.2	109
AC068831.5	446
AC068831.3	724
AC127520.1	4992
SV2B	201360
AC123784.1	2566
CRAT37	196504
AC107958.3	2205
AC107958.2	6098
AC107958.1	290
AC105109.1	1115
SLCO3A1	318741
AC116903.2	182286
AC116903.1	9639
DUXAP6	601
NPM1P5	838
ST8SIA2	74901
ENO1P2	1876
AC090985.1	1314
C15orf32	29464
LINC00930	4225
AC091544.2	19717
AC091544.4	3889
AC091544.5	17106
FAM174B	192442
AC091544.3	342
AC091544.7	361
AC091544.6	25238
HMGN1P38	303
H2AFVP1	18486
AC091544.1	348
AC106028.1	994
AC106028.3	1736
ASB9P1	793
AC106028.2	2798
AC106028.4	607
AC106028.5	395
LINC01578	16995
AC013394.1	65818
CHD2	127817
MIR3175	77
RGMA	53932
AC087641.1	1021
AC108457.1	2731
AC112693.3	1983
AC112693.1	3278
AC112693.2	232
AC091078.1	256927
AC091078.3	5727
AC091078.2	559
AC110023.1	170933
LINC01579	352279
AC103996.1	102
AC103996.3	15371
LINC02207	15248
AC103996.2	4662
LINC01580	83450
LINC01581	202534
AC104390.1	520
AC110027.1	403
MCTP2	252415
AC135626.1	510
AC009432.2	5754
AC009432.1	808
AC087633.2	328806
AC107976.1	1426
AC087633.1	1354
AC087636.1	52765
LINC01197	118031
AC104260.1	539
AC104260.2	3497
AC104260.3	3710
LINC00924	181320
AC027013.1	30179
AC015574.1	187106
RNU2-3P	191
AC012409.2	310409
AC024337.1	19017
AC024337.2	3872
NR2F2-AS1	217322
AC012409.5	3424
AC012409.3	981
AC012409.1	2759
AC012409.4	249
LINC02157	1226
AC016251.1	4198
AC016251.2	3089
NR2F2	14326
MIR1469	47
AC103746.1	2699
AC087477.2	49567
AC087477.6	843
AC087477.5	12044
AC087477.3	5697
PGAM1P12	748
AC087477.1	340
AC087477.4	908
RN7SKP254	310
AC110588.1	137
FAM149B1P1	1610
SPATA8-AS1	11308
SPATA8	2227
RN7SKP181	316
AC020704.1	47112
LINC02253	136214
RN7SL677P	319
LINC02254	151441
RNA5SP401	127
AC026523.2	7739
AC026523.1	20106
LINC00923	302366
AC024651.2	2098
ARRDC4	13141
AC024651.1	8634
LINC02251	84304
AC022523.1	246511
RNU6-1186P	97
LINC01582	18086
AC022523.2	150
AC022523.3	9045
AC015722.1	3833
AC015722.2	551
LINC02351	3222
FAM169B	110567
AC103968.1	573
IRAIN	421
IGF1R	315992
AC118658.1	459
MIR4714	77
AC069029.1	12877
AC036108.1	151676
PGPEP1L	39566
LUNAR1	2516
SYNM	37377
AC036108.2	2975
TTC23	114901
AC036108.3	6054
AC022819.1	3910
LRRC28	139368
HSP90B2P	2384
HNRNPA1P62	952
AC037479.1	625
LINC02244	1415
AC015660.2	4703
AC015660.3	621
AC015660.1	4020
AC015660.4	564
RPL7P5	736
MEF2A	151050
LYSMD4	17865
DNM1P46	16772
AC090825.2	1721
RN7SL484P	202
AC090825.1	70126
AC084855.1	3796
ADAMTS17	370417
AC084855.2	4294
RNA5SP402	110
AC022710.1	3638
SPATA41	5776
CERS3-AS1	64976
CERS3	144601
AC027020.2	2389
RNU6-322P	103
PRKXP1	5426
AC027020.1	1122
LINS1	43862
RNU6-181P	107
ASB7	49172
AC090695.1	1222
AC087762.1	112249
AC087762.2	3773
AC015712.3	164
AC015712.1	12196
AC015712.6	27006
AC015712.4	12527
AC015712.5	23406
ALDH1A3	38913
AC015712.7	635
AC015712.2	26425
LRRK1	159040
AC090907.1	5741
AC090907.2	35335
AC019254.2	944
AC019254.1	2292
CHSY1	76210
SELENOS	6684
SNRPA1	13773
AC023024.1	10319
PCSK6	228061
AC023024.2	1993
PCSK6-AS1	2992
AC090164.2	516
AC090164.3	2143
AC090164.4	769
SNRPCP18	439
AC090164.1	664
LINC02348	664
TM2D3	30948
RNU6-807P	107
TARSL2	71007
AC027559.1	14670
DNM1P47	43271
GOLGA8VP	10232
RN7SL209P	276
OR4F6	3379
OR4F15	7996
OR4F14P	939
OR4F13P	8206
OR4F28P	938
WBP1LP5	414
AC140725.2	51
OR4F4	1072
OR4G2P	7187
OR4G6P	880
FAM138E	1528
AC140725.1	1561
MIR1302-10	138
WASH3P	14941
MIR6859-3	68
DDX11L9	2536
DDX11L10	2536
WASH4P	3688
MIR6859-4	68
Z84723.1	17682
WASIR2	2214
IL9RP3	8986
POLR3K	7222
SNRNP25	4660
RHBDF1	18297
Z69720.2	279
MPG	8847
NPRL3	54590
Z69720.1	472
Z69666.1	1483
HBZ	1817
HBM	12877
HBZP1	2035
Z84721.1	656
HBA2	835
HBA1	843
HBQ1	729
Z69706.1	547
LUC7L	40495
Z69890.1	339
FAM234A	34426
AC004754.1	20397
RGS11	7680
ARHGDIG	14284
PDIA2	4064
AXIN1	65234
MRPL28	4321
TMEM8A	16341
Z97634.1	10864
NME4	13643
DECR2	10662
AL023881.1	301
RAB11FIP3	97393
AL049542.1	2058
LINC00235	2253
CAPN15	26920
MIR5587	53
MIR3176	90
Z97986.1	6663
PRR35	5107
PIGQ	17142
NHLRC4	2500
Z98883.1	7421
RAB40C	39916
WFIKKN1	4878
METTL26	1940
MCRIP2	11658
AL022341.1	728
WDR90	18523
AL022341.2	1584
RHOT2	6089
RHBDL1	2603
Z92544.1	1274
Z92544.3	417
STUB1	2647
JMJD8	2858
WDR24	5823
Z92544.2	3554
FBXL16	13332
Z97653.2	1418
Z97653.1	532
METRN	4541
FAM173A	2021
CCDC78	4373
HAGHL	8590
CIAO3	11577
MSLN	8104
AL031258.1	325
MSLNL	13943
MIR662	95
RPUSD1	3424
CHTF18	12692
GNG13	2693
AL031008.1	541
LMF1	127685
AL031716.1	1311
AL008727.1	6258
LMF1-AS1	13463
AC009041.4	638
AC009041.2	5836
SOX8	5172
AC009041.1	9776
SSTR5-AS1	14639
AC009041.3	1263
SSTR5	1362
C1QTNF8	6240
AL031713.1	4202
AL031598.1	1773
AC120498.8	531
CACNA1H	68652
AC120498.3	999
AC120498.1	629
AC120498.6	565
TPSG1	3607
AC120498.10	505
TPSB2	2913
TPSAB1	1859
TPSD1	2940
AC120498.2	736
PRSS29P	2894
AC120498.7	2772
AC120498.5	384
TPSP2	2487
AC120498.4	4616
AC120498.9	3867
UBE2I	18139
AL031714.1	4955
RPS20P2	700
BAIAP3	15841
TSR3	2672
GNPTG	12191
AL031709.1	2506
UNKL	51547
AL032819.1	3415
C16orf91	1057
AL032819.3	2363
CCDC154	10174
AL032819.2	2162
CLCN7	30647
AL031600.3	1177
AL031600.1	894
AL031600.2	5012
RPS3AP2	754
PTX4	3096
TELO2	17114
IFT140	101684
AL031705.1	1697
TMEM204	26893
AL031719.1	2587
AL031719.2	476
Z97633.1	1656
AL133297.1	1067
AL133297.2	29802
CRAMP1	65584
Z97652.1	533
AL031708.1	54457
JPT2	24025
AL031009.1	2182
MAPK8IP3	64135
AL031710.2	722
AL031710.1	682
MIR3177	82
AL031717.1	704
NME3	1445
MRPS34	1266
EME2	8502
SPSB3	16989
NUBP2	6291
IGFALS	4559
HAGH	31575
FAHD1	13267
MEIOB	50308
AL031722.1	2528
LINC00254	5949
LINC02124	1321
HS3ST6	6978
MSRB1	5117
RPL3L	13633
NDUFB10	2468
RPS2	2809
SNORA10	133
SNORA64	134
AC005363.1	351
SNHG9	551
SNORA78	127
RNF151	2153
AC005363.2	242
TBL3	10897
NOXO1	5276
GFER	3543
AC005606.2	5481
SYNGR3	4616
AC005606.1	721
ZNF598	12170
NPW	10830
RN7SL219P	296
SLC9A3R2	13671
NTHL1	8052
TSC2	42023
PKD1	47189
MIR1225	90
AC009065.2	3998
AC009065.5	2197
MIR6511B1	85
AC009065.6	1008
AC009065.3	1042
MIR4516	86
MIR3180-5	153
RAB26	13363
SNHG19	562
SNORD60	83
RF00345	80
TRAF7	22432
CASKIN1	19346
MLST8	5169
BRICD5	2698
AC009065.7	867
PGP	2811
E4F1	12177
AC009065.1	1225
DNASE1L2	2896
ECI1	12906
AC009065.8	1332
RNPS1	15297
AC009065.4	5264
MIR3677	60
MIR940	94
MIR4717	72
ABCA3	64866
AC106820.1	420
ABCA17P	87550
CCNF	29461
AC106820.6	6402
MIR6767	66
AC106820.3	397
AC106820.5	3728
TEDC2	4884
MIR6768	72
AC106820.2	3264
NTN3	2647
TBC1D24	34510
AC106820.4	5616
AC093525.2	24187
ATP6V0C	6349
AC093525.1	13991
AC093525.8	1342
AMDHD2	11066
CEMP1	1383
MIR3178	84
PDPK1	65225
AC093525.6	2001
AC093525.5	1131
AC093525.7	3626
AC093525.4	2894
AC093525.3	784
AC093525.9	1746
AC093525.10	1569
AC141586.5	2050
AC141586.3	1838
AC141586.1	27145
PDPK2P	27176
AC141586.4	1573
AC141586.2	1131
ERVK13-1	13096
KCTD5	26556
AC092117.2	1659
PRSS27	8134
SRRM2-AS1	15525
SRRM2	20210
ELOB	5884
AC092117.1	3250
PRSS33	3996
SNORA3C	125
PRSS41	6818
PRSS21	9125
EIF1P4	335
ZG16B	9417
PRSS30P	3177
PRSS22	5444
AC003965.2	1829
AC003965.1	1271
FLYWCH2	16197
FLYWCH1	39272
RPL23AP86	541
AC004034.1	14563
KREMEN2	4440
PKMYT1	12516
PAQR4	4245
AC004233.4	417
AC004233.2	13761
LINC00514	5549
AC004233.1	1671
AC004233.3	1269
CLDN9	2050
CLDN6	5360
TNFRSF12A	3939
HCFC1R1	1667
THOC6	3729
BICDL2	9245
AC108134.1	6653
MMP25-AS1	21968
MMP25	14046
IL32	16896
RNU1-125P	129
AC108134.3	10190
RNU1-22P	158
ZSCAN10	10428
AC108134.4	2813
ZNF213-AS1	24423
ZNF205	7958
ZNF213	13029
CASP16P	5949
AC108134.2	748
AJ003147.1	2786
AJ003147.2	36568
OR1F1	942
OR1F2P	933
ZNF200	13897
MEFV	14600
LINC00921	3825
ZNF263	37602
AJ003147.3	2199
AC004232.3	525
TIGD7	6898
ZNF75A	13447
AC004232.2	821
AC004232.1	208
AC025283.1	734
OR2C1	1406
AC025283.3	114452
MTCO1P28	1528
MTND1P8	950
MTRNR2L4	1762
ZSCAN32	18985
AC025283.2	15633
ZNF174	8136
ZNF597	11132
NAA60	43353
AC004224.2	57494
MIR6126	89
C16orf90	1997
AC004224.1	568
CLUAP1	38125
AC004494.2	830
NLRC3	38368
AC004494.1	3047
AC006111.1	2086
SLX4	30418
DNASE1	68416
AC006111.2	1068
TRAP1	65959
AC006111.3	383
CREBBP	155673
AC007151.1	483
AC005736.1	19370
ADCY9	162799
AC005736.2	925
AC009171.1	266
AC009171.2	3399
SRL	52707
LINC01569	9875
TFAP4	15890
GLIS2	24837
GLIS2-AS1	3674
PAM16	24059
AC012676.1	1949
CORO7-PAM16	80244
AC012676.5	1955
CORO7	71164
VASN	11681
DNAJA3	30971
AC012676.3	479
AC012676.4	582
AC012676.2	186
NMRAL1	34084
HMOX2	35658
CDIP1	28154
AC023830.3	1455
C16orf96	44225
AC023830.2	1662
SUB1P3	315
UBALD1	6145
MGRN1	74482
RN7SL850P	291
AC023830.1	6295
MIR6769A	73
NUDT16L1	2166
ANKS3	37869
AC020663.1	22451
C16orf71	15125
ZNF500	19386
SEPT12	10853
AC020663.4	23485
SMIM22	8095
AC020663.2	1268
ROGDI	5983
GLYR1	44140
AC020663.3	1091
UBN1	35696
PPL	78235
SEC14L5	60842
NAGPA-AS1	33091
NAGPA	9298
ALG1	53457
C16orf89	21989
AC026458.1	438
EEF2KMT	13505
AC026458.2	43857
AC074051.5	128151
ENPP7P14	37893
AC074051.2	352
LINC02164	5201
RBFOX1	2473537
AC074051.3	358
AC074051.1	781
SNRPCP20	210
AC074051.4	892
LINC01570	15028
MIR8065	100
AC012175.1	531
AC009135.2	1768
AC009135.1	35980
AC007223.1	3593
AC007012.2	1676
AC007012.1	175
RNU7-99P	62
RNU6-457P	107
RNU6-328P	106
AC022206.1	347
AC005774.1	763
AC093515.1	5907
AC018767.2	19438
LINC02152	1281
AC018767.3	47899
AC018767.1	6413
AC074052.1	517
AC074052.2	5465
TMEM114	52589
METTL22	27972
AC007224.2	510
ABAT	110011
RN7SL743P	298
RNU7-63P	62
AC007224.1	144
TMEM186	17265
PMM2	60509
AC012173.1	1075
AC022167.2	12352
CARHSP1	16071
AC022167.1	1036
AC022167.4	782
AC022167.5	3718
USP7	72421
AC022167.3	4285
AC087190.2	3859
C16orf72	29993
AC087190.3	8334
AC087190.1	1341
RPL21P119	480
LINC02177	52506
LINC01177	3692
LINC01195	9496
AC007221.1	50910
AC007221.2	72850
RNA5SP403	108
RNA5SP404	132
AC007218.1	9959
GRIN2A	429351
AC007218.2	10935
AC133565.1	3614
IMPDH1P11	1504
AC022168.1	12798
RN7SL493P	299
ATF7IP2	157205
AC131649.1	1313
AC131649.2	4439
RNU6-633P	103
LINC01290	13361
EMP2	52277
AC027277.1	2643
AC027277.2	1685
TEKT5	67445
AC007595.1	1701
MTCYBP33	1130
MTND6P33	183
MTND5P33	1450
MTND4P34	1371
MTND4LP24	291
MTND3P13	343
MTCO3P24	782
MTATP6P24	677
NUBP1	25566
TVP23A	57876
AC133065.2	1161
AC133065.1	23839
CIITA	76800
DEXI	13570
AC133065.3	2378
CLEC16A	237702
RPL7P46	740
AC007014.2	479
AC007014.1	4607
AC007220.1	28793
HNRNPCP4	900
RMI2	132044
SOCS1	1796
TNP2	1786
PRM3	424
PRM2	842
PRM1	515
MIR548H2	88
AC009121.2	3403
AC009121.1	1179
AC099489.1	167401
AC099489.2	260
AC099489.3	7915
LITAF	88660
SNN	10746
TXNDC11	63799
AC007613.1	2597
ZC3H7A	46682
AC010654.1	808
BCAR4	9017
RSL1D1	17736
AC007216.4	43963
GSPT1	47955
AC007216.3	1495
COX6CP1	215
AC007216.2	709
AC007216.5	109
NPIPB2	49271
TNFRSF17	2962
UBL5P4	236
SNX29	597553
AC007216.1	1000
RPS23P6	666
AC007601.1	3557
AC007601.2	1681
AC007598.2	5601
AC007598.1	1088
AC007598.3	1678
AC131391.1	1203
AC010333.1	1342
AC010333.2	50289
AC010333.3	402
CPPED1	144219
MIR4718	51
AC109597.1	11963
AC109597.2	1881
AC092324.1	324
SHISA9	338794
AC009134.1	7302
U91319.1	316603
AC003009.1	1216
TMF1P1	373
U95743.1	49624
ERCC4	32189
RPS26P52	348
AC010401.1	4959
AC010401.2	1671
LINC02185	6737
LINC02186	2198
MRTFB	195453
AC130650.2	2403
AC130650.1	8458
TVP23CP2	623
MIR193BHG	29679
MIR193B	83
MIR365A	87
LINC02130	7158
AC040173.1	11205
PARN	197028
RN7SL274P	272
BFAR	36422
RNU7-125P	62
PLA2G10	22125
AC009167.1	11489
NPIPA3	17395
AC136443.1	6066
AC136443.4	11493
NPIPA2	17348
AC136443.2	3674
ABCC6P2	3911
NOMO1	62480
AC136443.5	370
AC136443.3	676
MIR3179-1	84
MIR3670-1	65
AC138932.2	1459
MIR3180-1	94
AC138932.1	24158
NPIPA1	29259
MIR6511A1	67
MIR6770-1	60
AC138932.4	109
PDXDC1	164749
AC138932.3	1902
MIR1972-1	77
AC138932.5	563
NTAN1	18227
RRN3	34296
AC139256.1	14787
NPIPP1	19187
PKD1P6-NPIPP1	26879
PKD1P6	29323
MIR6511B2	71
MIR3180-4	153
AC126763.1	2118
AC137803.1	3697
NPIPA5	17424
MPV17L	17515
AC140504.1	119595
C16orf45	190734
MARF1	48781
AC026401.1	2090
MIR6506	66
NDE1	83087
MIR484	79
AC026401.2	1281
AC026401.3	882
MYH11	153862
AF001548.2	6320
AF001548.1	641
AF001548.3	1743
FOPNL	22906
RNU6-213P	104
AC130651.1	1130
RPL15P20	598
ABCC1	193498
RPL17P40	1018
ABCC6	74595
AC136624.1	1235
NOMO3	62320
AC136624.3	370
AC136624.2	2108
MIR3179-2	84
MIR3670-2	65
AC138969.2	1459
MIR3180-2	88
PKD1P1	40250
MIR6511A2	67
MIR6770-2	60
AC138969.3	109
AC138969.1	21284
MIR6511A3	67
NPIPA7	14900
AC136619.1	3683
AC136619.2	631
AC092326.1	5909
AC092326.2	1561
AC098965.1	967
AC109446.4	2755
AC109446.2	577
AC109446.1	220
XYLT1	369113
AC109446.3	4233
AC099494.1	1370
AC099494.2	978
AC099494.3	1722
AC009152.1	556
AC009152.3	2767
AC109495.1	655
AC025277.1	1655
RPL7P47	556
AC010601.1	218407
AC010601.2	774
AC091489.1	170258
AC091489.2	604
AC008785.1	456
AC126755.5	3691
NPIPA8	18795
AC126755.7	26276
AC126755.1	18077
MIR6511A4	67
AC126755.6	111
AC126755.2	21246
PKD1P5	27420
MIR6770-3	60
AC126755.4	1459
MIR3180-3	94
MIR3670-3	65
AC126755.3	543
MIR3179-3	84
NOMO2	144887
MIR3670-4	65
MIR3179-4	84
AC136618.2	400
AC136618.1	1236
ABCC6P1	27167
RPS15A	9089
AC138811.2	13457
ARL6IP1	10012
AC138811.1	9099
SMG1	121602
AC092287.1	10181
TMC7	80009
RNU6-1340P	107
AC099518.4	5193
AC099518.2	704
COQ7	12497
AC099518.1	11255
AC099518.6	450
ITPRIPL2	7698
AC099518.3	59577
AC099518.5	1654
SYT17	100364
CLEC19A	36407
AC130456.1	1363
AC130456.8	3794
AC130456.2	58047
AC130456.7	1256
TMC5	88618
AC130456.4	934
AC130456.3	10984
RNU4-46P	138
AC130456.5	598
GDE1	20457
AC130456.6	765
CCP110	29598
VPS35L	151554
AC002550.2	394
KNOP1	16302
AC002550.1	9033
IQCK	142012
AC027130.1	4928
LARP7P2	125
GPRC5B	29477
GPR139	42433
AC092132.2	2744
AC092132.1	601
SNRPEP3	276
GP2	18237
UMOD	23250
PDILT	45568
AC106796.1	5208
ACSM5	31803
AC137056.1	6735
ACSM2A	36207
AC137056.2	1958
ACSM2B	40202
AC141273.1	5642
ACSM5P1	20558
ACSM3	187339
AC141273.3	124
AC141273.2	2554
ACSM1	75654
THUMPD1	39269
AC004381.2	21518
AC004381.3	1288
AC004381.1	22958
ERI2	120157
RNU6-944P	107
REXO5	43240
RF00618	95
DCUN1D3	45460
LYRM1	25139
DNAH3	226331
AC008551.1	9351
TMEM159	22240
AF001550.1	11131
ZP2	17061
ANKS4B	20181
CRYM	64210
AF001550.2	604
CRYM-AS1	38189
AC008740.1	5000
SNX29P1	9417
AC008740.2	110
NPIPB3	46331
SMG1P3	73762
MIR3680-1	87
SLC7A5P2	536
AC005632.4	4318
AC005632.1	17429
AC005632.3	308
RF00478	238
METTL9	60256
AC005632.2	828
IGSF6	13124
RNU6-1005P	107
RNU6-196P	107
OTOA	97965
AC092375.2	1665
RRN3P1	24305
AC092375.3	106
NPIPB4	46259
SMG1P4	39819
AC092375.1	6123
AC092119.2	1491
UQCRC2	31001
PDZD9	17246
AC092119.1	1347
AC092119.3	583
MOSMO	79897
AC009019.1	8976
VWA3A	64429
SDR42E2	26172
EEF2K	82451
AC009034.1	2031
POLR3E	37729
CDR2	91230
AC092338.1	3927
AC092338.2	3322
MFSD13B	24993
RRN3P3	19044
SMG1P1	55213
NPIPB5	57401
AC106788.1	107
OTOAP1	31168
AC009021.2	1666
AC009021.1	941
AC130466.1	7392
HS3ST2	102162
AC127459.2	3275
AC127459.1	2768
USP31	87865
AC127459.3	466
AC099482.2	18819
SCNN1G	34169
AC099482.1	18227
SCNN1B	103069
COG7	64688
RN7SKP23	4301
AC008915.1	837
AC008915.2	4849
GGA2	58454
AC002400.1	726
EARS2	35718
SUB1P4	496
UBFD1	17028
AC008870.2	1024
NDUFAB1	15355
PALB2	38151
AC008870.4	18267
DCTN5	36064
AC008870.1	5489
PLK1	12712
AC008870.3	641
ERN2	23175
AC008870.5	650
AC012317.1	804
AC012317.2	2251
CHP2	4325
PRKCB	384666
AC130454.1	401
AC130448.1	1733
MIR1273H	116
AC130448.2	374
LINC2194	16760
CACNG3	107249
RNU7-24P	62
AC008938.1	22380
RBBP6	35171
TNRC6A	217424
LINC01567	9641
AC008731.1	16289
SLC5A11	65788
ARHGAP17	96282
AC133552.1	5046
AC133552.2	26366
LINC02175	2007
SCML2P2	540
AC133552.4	1238
LCMT1-AS1	25964
AC133552.3	1869
AC133552.5	534
LCMT1	66503
LCMT1-AS2	8456
RN7SL557P	286
AQP8	13210
ZKSCAN2	21931
AC008741.1	970
ZKSCAN2-DT	3115
LINC02191	4356
CYCSP39	309
HS3ST4	445663
AC093516.1	254361
AC093524.1	1621
MIR548W	74
RNA5SP405	114
HMGN2P3	273
HSPE1P16	348
AC009158.1	32365
AC130464.1	3560
LINC02195	10059
AC009035.1	7253
C16orf82	2459
AC092725.1	931
EEF1A1P38	1697
LINC02129	18137
KDM8	18274
AC109449.1	1686
NSMCE1	43804
FLJ21408	22288
AC106739.1	715
IL4R	51111
IL21R	49881
IL21R-AS1	5725
GTF3C1	90359
KIAA0556	230237
AC002551.1	1465
AC016597.1	39867
AC016597.2	341
GSG1L	275975
RNU6-159P	106
RNU6-1241P	107
XPO6	113942
TPRKBP2	475
RNY1P10	113
GAPDHP35	976
AC138904.3	33488
AC138904.1	7180
SBK1	31331
AC138904.2	107
NPIPB6	20954
AC138894.3	634
EIF3CL	24301
MIR6862-1	70
CDC37P2	1316
AC138894.4	3713
AC138894.2	371
AC138894.1	35728
NPIPB7	14804
CLN3	21465
APOBR	4322
IL27	12690
NUPR1	6467
AC020765.1	328
AC020765.2	432
SGF29	37876
SULT1A2	5167
AC020765.3	2641
AC020765.4	2180
SULT1A1	18430
AC020765.5	2754
NPIPB8	21029
AC145285.4	81086
EIF3C	47173
CDC37P1	1247
MIR6862-2	70
AC145285.5	637
NPIPB9	21021
AC145285.7	3711
AC145285.2	15086
AC145285.1	694
AC145285.3	1464
AC145285.6	1539
ATXN2L	14203
AC133550.1	6589
TUFM	3998
MIR4721	89
SH2B1	27613
AC133550.2	1175
ATP2A1	26105
ATP2A1-AS1	964
RABEP2	32106
CD19	7408
NFATC2IP	16291
AC109460.2	10197
MIR4517	79
AC109460.1	4863
SPNS1	10328
AC109460.3	15972
LAT	5958
AC109460.4	1639
NPIPB10P	14072
AC009093.3	54377
RRN3P2	41743
AC009093.9	29141
AC009093.8	104811
AC009093.10	191926
AC009093.2	77046
AC009093.7	1223
AC009093.1	2862
AC009093.5	755
AC009093.4	2207
AC009093.6	553
SNX29P2	80891
AC025279.1	18928
AC025279.2	104
NPIPB11	22676
SMG1P6	21227
BOLA2	11909
BOLA2-SMG1P6	11422
AC133555.4	435
SLX1B	3719
SLX1B-SULT1A4	9859
SULT1A4	5088
AC133555.3	2867
AC133555.5	1510
AC133555.2	292
AC133555.1	3713
NPIPB12	22358
SMG1P2	67399
AC009086.3	1008
MIR3680-2	87
SLC7A5P1	537
CA5AP1	17544
AC009086.1	309
SPN	7898
AC009086.2	31866
QPRT	19692
RN7SKP127	354
C16orf54	3544
AC009133.3	3053
ZG16	4734
KIF22	14667
AC009133.4	561
MAZ	5059
AC009133.2	1237
AC009133.1	12617
AC009133.5	3549
PRRT2	4511
AC009133.6	7832
PAGR1	4166
AC120114.4	13389
MVP	27646
CDIPT	5380
AC120114.2	658
CDIPTOSP	4461
SEZ6L2	28389
ASPHD1	19490
KCTD13	22024
AC120114.3	2194
AC120114.1	2098
TMEM219	32168
TAOK2	18621
HIRIP3	4116
INO80E	10500
DOC2A	17762
C16orf92	4403
FAM57B	28552
AC093512.2	17331
ALDOA	6294
AC093512.1	520
PPP4C	9400
TBX6	6095
YPEL3	4602
AC012645.1	7687
GDPD3	9047
AC012645.2	2867
AC012645.4	1061
MAPK3	9402
CORO1A	6250
AC012645.3	1453
BOLA2B	1373
SLX1A	3675
SLX1A-SULT1A3	10419
SULT1A3	5083
AC106782.1	4756
AC106782.7	1510
AC106782.4	291
AC106782.3	3711
NPIPB13	31574
SMG1P5	67822
AC106782.5	6937
CD2BP2	4596
AC106782.2	1664
TBC1D10B	13163
AC106782.6	512
MYLPF	7058
ZNF48	22003
SEPT1	17859
AC116348.4	348
ZNF771	23812
DCTPP1	6457
SEPHS2	2551
ITGAL	50528
AC116348.3	12174
AC116348.1	759
RNU7-61P	61
AC116348.2	789
MIR4518	83
ZNF768	2821
AC002310.5	8930
AC002310.6	1377
ZNF747	4981
AC002310.4	24053
AC002310.1	2393
AC002310.3	1030
ZNF764	4735
ZNF688	3389
AC002310.2	11611
ZNF785	12032
AC093249.2	22687
AC093249.4	259
ZNF689	21455
AC093249.3	424
AC093249.5	430
AC093249.1	203
PRR14	5724
FBRS	12384
RNU6-416P	103
AC093249.6	1352
SRCAP	43201
RNU6-1043P	99
AC106886.5	41103
SNORA30	129
TMEM265	3901
AC106886.2	10715
PHKG2	12907
CCDC189	5288
RNF40	14563
AC106886.4	2502
ZNF629	8754
AC106886.1	1043
AC106886.3	547
BCL7C	61335
MIR762HG	19999
MIR4519	58
AC135048.2	19451
MIR762	83
CTF1	6954
CTF2P	5861
FBXL19-AS1	3951
FBXL19	25729
AC135048.1	8126
ORAI3	7396
AC135048.3	328
SETD1A	27371
AC135048.4	3641
HSD3B7	3946
STX1B	21406
STX4	10087
AC135050.3	6719
AC135050.1	6344
ZNF668	13478
AC135050.4	3752
ZNF646	9775
PRSS53	6204
AC135050.2	11518
VKORC1	5139
AC135050.7	2218
BCKDK	6685
KAT8	15640
AC135050.5	670
AC135050.6	1830
AC009088.3	445
PRSS8	4330
PRSS36	11170
AC009088.4	280
NDUFA3P6	250
FUS	14762
AC009088.2	775
AC009088.1	833
PYCARD	1966
PYCARD-AS1	1568
TRIM72	17517
PYDC1	1398
ITGAM	72926
ITGAX	27864
AC093520.2	418
ITGAD	33194
AC093520.1	2135
COX6A2	698
AC026471.5	467
ZNF843	10568
AC026471.4	3959
AC026471.1	3026
ARMC5	9087
AC026471.6	1905
TGFB1I1	6376
SLC5A2	7859
AC026471.3	1123
C16orf58	19839
AC026471.2	786
AHSP	940
AC106730.1	540
VN1R64P	933
LINC02190	4425
VN1R65P	808
FRG2KP	4635
AC106730.2	641
YBX3P1	1090
ZNF720P1	1939
VN1R66P	916
RBM22P12	1255
AC074050.1	211
AC074050.2	790
CLUHP3	11397
AC074050.4	533
AC074050.3	2872
ZNF720	81641
AC002519.1	2792
VN1R67P	913
AC002519.2	5027
VN1R3	919
RBM22P13	1244
AC034105.2	238
ZNF267	43600
AC034105.3	442
AC034105.5	314
AC034105.1	319
AC034105.4	277
AC142381.3	27926
AC142381.4	76348
IGHV1OR16-1	474
AC142381.1	456
IGHV1OR16-3	289
