Geneid,chr,length
RNU6-349P,chr18,107
RPL6P27,chr18,872
AP005202.2,chr18,567
LINC01387,chr18,603
AP005202.1,chr18,658
RN7SL282P,chr18,297
AP005205.1,chr18,508
AP005205.3,chr18,1929
AP005205.2,chr18,491
ARHGAP28,chr18,11910
AP005210.1,chr18,544
LINC00668,chr18,4866
SCML2P1,chr18,1100
RNU6-916P,chr18,109
LAMA1,chr18,15872
AP002409.1,chr18,2295
AP005062.1,chr18,607
SLC25A51P2,chr18,889
LRRC30,chr18,923
PTPRM,chr18,9900
AP000897.2,chr18,1737
AP000897.1,chr18,1613
AC006566.1,chr18,513
AP001094.3,chr18,616
AP001094.2,chr18,2315
AP001094.1,chr18,193
RFWD2P1,chr18,2176
RN7SL50P,chr18,298
THEMIS3P,chr18,1586
AKR1B1P6,chr18,839
RAB12,chr18,2476
AP001793.1,chr18,780
TOMM20P3,chr18,389
GACAT2,chr18,818
MTCL1,chr18,12665
AP000864.1,chr18,650
RPS4XP19,chr18,736
NDUFV2,chr18,2711
AP005263.1,chr18,1050
AP005899.1,chr18,544
NDUFV2-AS1,chr18,1432
ANKRD12,chr18,12252
AP001033.2,chr18,1003
AP001033.1,chr18,466
TWSG1,chr18,4435
AP005432.2,chr18,586
RALBP1,chr18,8043
AP005432.1,chr18,3485
RNU2-27P,chr18,142
PPP4R1,chr18,8131
AP001381.1,chr18,534
PPP4R1-AS1,chr18,379
RNU6-903P,chr18,109
AP000902.2,chr18,970
KRT18P8,chr18,1246
RAB31,chr18,5586
AP000902.1,chr18,368
ZNF415P1,chr18,1166
RN7SL862P,chr18,298
AC006238.2,chr18,1030
RNA5SP449,chr18,130
PIGPP4,chr18,307
TXNDC2,chr18,3392
AC006238.1,chr18,534
VAPA,chr18,11880
RNA5SP450,chr18,102
AP005271.1,chr18,412
AP005209.1,chr18,928
AP006219.1,chr18,472
LINC01254,chr18,3225
APCDD1,chr18,5943
NAPG,chr18,5586
AP001099.1,chr18,855
LINC01887,chr18,860
AP001180.3,chr18,145
CCDC58P1,chr18,430
AP001180.2,chr18,422
AP001180.5,chr18,159
PMM2P1,chr18,730
AP001180.1,chr18,3566
PIEZO2,chr18,14796
AP001180.4,chr18,823
KIAA0895LP1,chr18,3016
MIR6788,chr18,66
AP005120.1,chr18,800
AP005139.1,chr18,1647
AP005229.1,chr18,810
AP005229.2,chr18,697
AP001109.1,chr18,279
LINC01928,chr18,504
LINC01255,chr18,1983
AP001017.1,chr18,482
SLC35G4,chr18,1017
AP001120.4,chr18,108
NPIPB1P,chr18,1133
AP001120.2,chr18,296
AP001120.3,chr18,489
MIR7153,chr18,57
AP001120.1,chr18,3710
GNAL,chr18,8445
ASNSP6,chr18,1618
AP005137.1,chr18,568
CHMP1B,chr18,3054
CHMP1B-AS1,chr18,553
AP005137.2,chr18,400
MPPE1,chr18,7630
AP001269.4,chr18,512
AP001269.2,chr18,379
AP001269.3,chr18,329
IMPA2,chr18,3825
AP001269.1,chr18,528
AP001542.3,chr18,527
AP001542.1,chr18,200
AP001542.2,chr18,364
AP002414.1,chr18,1147
AP002414.4,chr18,1148
AP002414.2,chr18,3423
AP002414.5,chr18,258
AP002414.3,chr18,1468
ANKRD62,chr18,4812
RNU6-324P,chr18,106
SDHDP1,chr18,474
AP005264.2,chr18,732
AP005264.6,chr18,745
AP005264.4,chr18,422
AP005264.5,chr18,2209
CCDC58P3,chr18,430
AP005264.3,chr18,485
PPIAP56,chr18,467
CIDEA,chr18,1852
AP005264.7,chr18,3313
AP005264.1,chr18,733
RNU6-170P,chr18,104
TUBB6,chr18,4117
AFG3L2,chr18,6624
RNU7-129P,chr18,62
PRELID3A,chr18,2643
AP001029.1,chr18,168
AP001029.2,chr18,5428
SPIRE1,chr18,6532
AP001029.3,chr18,596
PSMG2,chr18,3356
CEP76,chr18,6158
AP005482.3,chr18,720
AP005482.2,chr18,310
AP005482.1,chr18,2347
PTPN2,chr18,8717
STK25P1,chr18,838
EIF4A2P1,chr18,1063
SEH1L,chr18,10481
AP002449.1,chr18,474
CEP192,chr18,9901
AP001357.2,chr18,710
AP001357.1,chr18,1053
AP001198.2,chr18,466
AP001198.1,chr18,2086
LDLRAD4,chr18,16759
AP002505.1,chr18,228
C18orf15,chr18,2534
AP002505.2,chr18,696
AP002439.1,chr18,480
LDLRAD4-AS1,chr18,2190
MIR5190,chr18,80
AP005131.5,chr18,498
AP005131.4,chr18,1698
AP005131.6,chr18,4215
AP005131.2,chr18,487
AP005131.1,chr18,4745
AP005131.7,chr18,611
AP005131.3,chr18,665
MIR4526,chr18,87
AP001010.1,chr18,538
FAM210A,chr18,4681
AP001525.1,chr18,236
RN7SL362P,chr18,267
RNMT,chr18,6982
MC5R,chr18,1906
MC2R,chr18,3734
AP001086.1,chr18,321
AC006557.6,chr18,864
AC006557.5,chr18,811
ZNF519,chr18,15787
AC006557.4,chr18,830
AC006557.1,chr18,1085
AC006557.3,chr18,517
FRG2LP,chr18,1563
AC006557.2,chr18,1240
NF1P5,chr18,448
ANKRD20A5P,chr18,6302
RNU6-316P,chr18,107
RHOT1P1,chr18,324
AP005212.4,chr18,3505
AP005212.2,chr18,528
CYP4F35P,chr18,2876
AP005212.3,chr18,710
AP005212.1,chr18,510
TERF1P2,chr18,1212
FEM1AP2,chr18,1997
LONRF2P1,chr18,668
CXADRP3,chr18,1955
GRAMD4P7,chr18,1232
POTEC,chr18,7118
RNU6-1021P,chr18,107
OR4K7P,chr18,945
OR4K8P,chr18,1048
SNX19P3,chr18,2975
VN1R74P,chr18,503
GTF2IP8,chr18,584
ANKRD30B,chr18,5982
RNU6-1210P,chr18,107
AP006565.1,chr18,586
MIR3156-2,chr18,77
LINC01906,chr18,499
FGF7P1,chr18,288
AP005121.1,chr18,916
LINC01443,chr18,2842
LINC01444,chr18,1336
AP005121.2,chr18,1101
AP005242.4,chr18,2529
AP005242.2,chr18,1175
AP005242.3,chr18,607
AP005242.1,chr18,467
AP005901.2,chr18,525
AP005901.3,chr18,467
BNIP3P3,chr18,569
AP005901.4,chr18,1796
AP005901.1,chr18,2970
RNU6-721P,chr18,105
ROCK1,chr18,11113
AC022795.1,chr18,480
RNU6-120P,chr18,103
EXOGP1,chr18,997
AC022809.1,chr18,428
GREB1L,chr18,10572
AC015878.2,chr18,361
AC015878.1,chr18,679
RF00603,chr18,104
ESCO1,chr18,5288
SNRPD1,chr18,4909
ABHD3,chr18,4366
AC106037.1,chr18,336
AC106037.2,chr18,447
MIR320C1,chr18,88
MIB1,chr18,10033
RN7SL233P,chr18,277
MIR133A1HG,chr18,4376
MIR133A1,chr18,88
MIR1-2,chr18,85
AC103987.1,chr18,348
AC103987.2,chr18,417
RNU6-1038P,chr18,104
AC103987.3,chr18,292
RNA5SP451,chr18,110
LINC01900,chr18,955
AC091043.1,chr18,453
RNU6ATAC20P,chr18,127
GATA6-AS1,chr18,3173
GATA6,chr18,3945
AC091588.1,chr18,359
RNU6-702P,chr18,107
AC091588.3,chr18,770
AC091588.2,chr18,366
AC027449.1,chr18,407
CTAGE1,chr18,4315
AC099849.1,chr18,466
RPS4XP18,chr18,763
RNU6-1032P,chr18,107
AC090912.1,chr18,570
AC090912.2,chr18,1229
RBBP8,chr18,5091
AC090912.3,chr18,533
UBE2CP2,chr18,510
MIR4741,chr18,90
RN7SL745P,chr18,299
CABLES1,chr18,6654
TMEM241,chr18,5193
AC011731.1,chr18,389
RIOK3,chr18,5320
AC026634.1,chr18,198
RMC1,chr18,3090
NPC1,chr18,10102
ANKRD29,chr18,6391
RPS10P27,chr18,496
LAMA3,chr18,14678
RPL23AP77,chr18,463
AC010754.1,chr18,1061
TTC39C,chr18,7188
TTC39C-AS1,chr18,817
AC090772.2,chr18,564
AC090772.1,chr18,507
RNU5A-6P,chr18,116
AC090772.4,chr18,362
CABYR,chr18,3518
AC090772.3,chr18,735
OSBPL1A,chr18,8030
RNA5SP452,chr18,119
RNU6-435P,chr18,105
MIR320C2,chr18,50
AC023983.1,chr18,567
AC023983.2,chr18,562
IMPACT,chr18,4918
AC007922.2,chr18,281
HRH4,chr18,3668
AC007922.1,chr18,459
AC007922.3,chr18,2119
EIF4A3P1,chr18,647
LINC01915,chr18,6350
RAC1P1,chr18,580
PPIAP57,chr18,248
AC018697.1,chr18,908
LINC01894,chr18,564
WBP2P1,chr18,771
AC104961.1,chr18,663
ZNF521,chr18,6223
AC105114.2,chr18,2037
AC105114.1,chr18,1862
AC110603.1,chr18,468
RN7SL97P,chr18,299
AC027229.1,chr18,253
SS18,chr18,6144
RPS24P18,chr18,388
PSMA8,chr18,1894
DHFRP1,chr18,559
NPM1P2,chr18,867
TAF4B,chr18,5395
SINHCAFP1,chr18,658
AC121320.1,chr18,839
AC022069.1,chr18,658
RNU6-1289P,chr18,106
LINC01543,chr18,900
KCTD1,chr18,8882
AC007996.1,chr18,2821
AC090206.1,chr18,1678
MIR8057,chr18,69
CIAPIN1P,chr18,931
AQP4-AS1,chr18,6944
PCAT18,chr18,2598
AC012588.1,chr18,358
AC018371.1,chr18,640
AC018371.2,chr18,913
AQP4,chr18,5995
CHST9,chr18,11521
AC023575.1,chr18,358
LINC01908,chr18,555
AC090403.1,chr18,2557
AC021382.1,chr18,922
UBA52P9,chr18,359
AC068408.1,chr18,439
RBM22P1,chr18,1214
PA2G4P3,chr18,1144
CDH2,chr18,4950
AC110015.1,chr18,440
AC006249.1,chr18,471
AC090365.1,chr18,965
ARIH2P1,chr18,1477
AC023932.1,chr18,175
RNU6-408P,chr18,100
AC105245.1,chr18,244
AC074237.1,chr18,471
AC117569.1,chr18,986
MIR302F,chr18,51
AC090506.1,chr18,572
AC090506.2,chr18,419
AC016382.1,chr18,387
RNU6-857P,chr18,110
DSC3,chr18,7056
DSC2,chr18,12495
DSCAS,chr18,553
DSC1,chr18,4271
AC012417.1,chr18,1039
DSG1,chr18,5252
DSG1-AS1,chr18,1149
RNU6-167P,chr18,106
DSG4,chr18,4696
DSG3,chr18,5525
AC021549.1,chr18,433
DSG2,chr18,6190
DSG2-AS1,chr18,2024
TTR,chr18,2395
B4GALT6,chr18,5306
AC017100.1,chr18,1169
RN7SKP44,chr18,316
LRRC37A7P,chr18,2759
AC017100.2,chr18,355
SLC25A52,chr18,1319
TRAPPC8,chr18,9214
AC022960.1,chr18,348
AC022960.3,chr18,441
AC022960.2,chr18,666
RNU6-1050P,chr18,107
AC009831.1,chr18,1582
PGDP1,chr18,1441
AC009831.2,chr18,586
AC009831.4,chr18,3189
RNF125,chr18,6508
AC011825.3,chr18,565
AC009831.3,chr18,325
AC011825.1,chr18,388
AC011825.4,chr18,473
RNF138,chr18,3795
AC011825.2,chr18,553
GAREM1,chr18,7568
RNA5SP453,chr18,119
MEP1B,chr18,2583
CLUHP6,chr18,941
AC015563.1,chr18,468
AC015563.2,chr18,772
AC021224.1,chr18,857
HNRNPA1P7,chr18,963
AC025887.2,chr18,5012
WBP11P1,chr18,2972
AC025887.1,chr18,264
KLHL14,chr18,4992
AC012123.1,chr18,1661
AC012123.2,chr18,248
AC090371.2,chr18,1748
CCDC178,chr18,4475
AC090371.1,chr18,558
AC091198.1,chr18,2492
ASXL3,chr18,13619
NOL4,chr18,5687
AC104985.3,chr18,597
AC104985.1,chr18,507
AC104985.2,chr18,500
DTNA,chr18,12634
AC013290.1,chr18,537
AC022601.1,chr18,577
AC068506.1,chr18,670
MAPRE2,chr18,6180
AC015967.2,chr18,234
AC015967.1,chr18,476
ZNF397,chr18,8710
ZSCAN30,chr18,8271
AC011815.3,chr18,473
AC011815.2,chr18,2021
AC011815.1,chr18,4382
ZNF271P,chr18,7450
AC116447.1,chr18,453
ZNF24,chr18,8257
ZNF396,chr18,6077
AC007998.1,chr18,672
AC007998.4,chr18,2533
AC007998.3,chr18,916
AC007998.2,chr18,455
INO80C,chr18,5085
AC007998.5,chr18,237
GALNT1,chr18,5126
MIR3975,chr18,70
AC090220.1,chr18,1699
AC090229.1,chr18,1609
NRBF2P1,chr18,859
MIR187,chr18,109
MIR3929,chr18,55
AC118757.1,chr18,731
C18orf21,chr18,2158
AC091060.1,chr18,1766
RPRD1A,chr18,8442
SLC39A6,chr18,3682
ELP2,chr18,11068
AC023043.1,chr18,609
MOCOS,chr18,6281
AC023043.4,chr18,449
AC023043.2,chr18,1026
AC023043.3,chr18,385
FHOD3,chr18,7965
TPGS2,chr18,10571
KIAA1328,chr18,11127
AC016493.1,chr18,688
AC015961.1,chr18,2124
CELF4,chr18,6532
AC015961.2,chr18,701
AC090386.1,chr18,810
AC090386.2,chr18,1039
AC129908.1,chr18,648
AC009899.1,chr18,2717
MIR4318,chr18,81
RPL12P40,chr18,488
AC100781.1,chr18,912
RN7SKP182,chr18,298
RNU6-706P,chr18,104
AC016205.1,chr18,2782
AC011139.1,chr18,609
RPL7AP66,chr18,801
MIR924,chr18,53
MIR5583-2,chr18,59
MIR5583-1,chr18,59
RNU6-1242P,chr18,103
LINC01901,chr18,1115
LINC01902,chr18,11786
AC011266.1,chr18,3569
LINC01477,chr18,1226
RPL17P45,chr18,509
KC6,chr18,5180
AC011712.1,chr18,234
AC011225.1,chr18,369
PIK3C3,chr18,15198
AC087683.2,chr18,326
AC087683.1,chr18,441
LINC00907,chr18,9813
RNA5SP454,chr18,127
RIT2,chr18,2045
SYT4,chr18,4437
AC022743.1,chr18,664
AC083760.1,chr18,670
RNA5SP455,chr18,119
AC110014.1,chr18,943
KRT8P5,chr18,1458
LINC01478,chr18,2267
MLECP1,chr18,709
AC120049.1,chr18,2065
SETBP1,chr18,14025
AC021766.1,chr18,741
MIR4319,chr18,85
AC105074.1,chr18,3095
AC090376.1,chr18,1317
SLC14A2,chr18,5409
SLC14A2-AS1,chr18,1391
AC021517.1,chr18,2607
AC021517.2,chr18,735
AC091151.1,chr18,726
AC023421.1,chr18,1785
AC023421.2,chr18,731
SLC14A1,chr18,7182
AC087685.1,chr18,141
SIGLEC15,chr18,3598
EPG5,chr18,13740
PSTPIP2,chr18,4120
RN7SKP26,chr18,293
AC012569.1,chr18,1524
RNY4P37,chr18,96
ATP5F1A,chr18,10908
HAUS1,chr18,2165
RNU6-1278P,chr18,107
C18orf25,chr18,9576
RNF165,chr18,11419
AC015959.1,chr18,1377
AC018931.1,chr18,1246
LOXHD1,chr18,9213
ST8SIA5,chr18,15789
AC090311.1,chr18,249
AC090241.2,chr18,5117
AC090241.3,chr18,2599
PIAS2,chr18,17527
AC090241.1,chr18,621
AC090373.1,chr18,603
KATNAL2,chr18,4783
ELOA3D,chr18,1641
ELOA3C,chr18,1218
ELOA3B,chr18,1641
ELOA3,chr18,1877
ELOA2,chr18,3050
AC012254.5,chr18,478
AC012254.1,chr18,200
AC012254.3,chr18,2117
HDHD2,chr18,4704
AC012254.2,chr18,1786
AC012254.4,chr18,273
IER3IP1,chr18,4243
SKOR2,chr18,3941
RNU6-1131P,chr18,107
MIR4527HG,chr18,1397
MIR4527,chr18,70
AC102797.2,chr18,1935
AC102797.1,chr18,545
TPMTP1,chr18,737
AC026898.1,chr18,571
SMAD2,chr18,36366
MTCO2P2,chr18,225
AC120349.3,chr18,529
AC120349.1,chr18,282
AC120349.2,chr18,298
ZBTB7C,chr18,7648
AC105101.1,chr18,2873
RNU6-708P,chr18,107
C18orf12,chr18,537
RNA5SP456,chr18,114
AC024288.1,chr18,210
POLR3GP2,chr18,668
CTIF,chr18,8100
AC048380.2,chr18,3548
AC048380.3,chr18,796
MIR4743,chr18,69
AC048380.1,chr18,465
AC022919.1,chr18,626
AC093567.1,chr18,877
SMAD7,chr18,5033
AC114684.1,chr18,352
AC016866.3,chr18,714
AC016866.1,chr18,659
DYM,chr18,7256
MIR4744,chr18,82
AC016866.2,chr18,502
AC044840.1,chr18,472
AC100778.1,chr18,332
PRR13P4,chr18,421
C18orf32,chr18,5740
RPL17-C18orf32,chr18,1529
AC100778.2,chr18,483
AC100778.3,chr18,582
MIR1539,chr18,50
RPL17,chr18,2466
SNORD58C,chr18,64
SNORD58A,chr18,65
SNORD58B,chr18,66
SRP72P1,chr18,1750
AC091170.1,chr18,2190
LIPG,chr18,13112
SMUG1P1,chr18,811
AC090227.2,chr18,340
ACAA2,chr18,5072
AC090227.1,chr18,936
SNHG22,chr18,2593
SCARNA17,chr18,144
MYO5B,chr18,10488
RNA5SP457,chr18,124
AC091044.1,chr18,375
ADAD1P2,chr18,646
AC105224.1,chr18,421
MIR4320,chr18,65
RN7SL310P,chr18,281
CFAP53,chr18,1851
AC090246.1,chr18,426
MBD1,chr18,6734
CXXC1,chr18,4319
AC105227.1,chr18,438
AC105227.2,chr18,605
RNA5SP458,chr18,119
SKA1,chr18,2950
RPLP0P11,chr18,909
MAPK4,chr18,7601
AC012433.1,chr18,398
MRO,chr18,5525
HNRNPA3P16,chr18,1016
RPL17P46,chr18,544
ME2,chr18,16243
ELAC1,chr18,3970
AC091551.1,chr18,1305
SMAD4,chr18,13123
SRSF10P1,chr18,764
MEX3C,chr18,7481
RNU1-46P,chr18,164
LINC01630,chr18,13405
SS18L2P2,chr18,235
AC109315.1,chr18,1347
RSL24D1P9,chr18,472
AC027216.1,chr18,685
RPS8P3,chr18,622
AC016383.2,chr18,2178
AC016383.1,chr18,714
DCC,chr18,13160
AC011155.1,chr18,216
VN1R76P,chr18,456
MIR4528,chr18,90
LINC01917,chr18,1716
LINC01919,chr18,1076
RPL29P32,chr18,472
AC090666.1,chr18,445
MBD2,chr18,5810
SNORA37,chr18,129
AC093462.1,chr18,1683
POLI,chr18,9471
STARD6,chr18,1862
C18orf54,chr18,6165
SNRPGP2,chr18,226
AC090897.2,chr18,1157
AC090897.1,chr18,130
AC091135.1,chr18,307
DYNAP,chr18,2137
RAB27B,chr18,7432
RPSAP57,chr18,832
AC007673.1,chr18,1100
AC098848.1,chr18,567
CCDC68,chr18,5180
MAP1LC3P,chr18,330
LINC01929,chr18,3170
RNA5SP459,chr18,100
TCF4,chr18,27828
TCF4-AS1,chr18,396
MIR4529,chr18,78
TCF4-AS2,chr18,445
RPL21P126,chr18,478
AC022031.2,chr18,1231
LINC01415,chr18,4134
AC022031.1,chr18,2593
LINC01416,chr18,2310
AC009271.1,chr18,949
AC006305.1,chr18,3193
LINC01905,chr18,1248
AC006305.2,chr18,552
LINC01539,chr18,3458
AC006305.3,chr18,454
TXNL1,chr18,11298
WDR7,chr18,15694
AC012301.1,chr18,581
WDR7-OT1,chr18,565
LINC-ROR,chr18,3891
AC100775.1,chr18,522
BOD1L2,chr18,3239
LINC02565,chr18,478
RNU6-737P,chr18,107
ST8SIA3,chr18,12068
AC090340.1,chr18,4980
ONECUT2,chr18,16234
FECH,chr18,4473
AC100847.1,chr18,481
NARS,chr18,4089
AC027097.1,chr18,2397
AC027097.2,chr18,2670
ATP8B1,chr18,7028
RNU6-742P,chr18,107
RSL24D1P11,chr18,491
LINC01897,chr18,405
HMGN1P30,chr18,268
NEDD4L,chr18,17455
AC107896.1,chr18,568
AC090236.2,chr18,1101
AC090236.1,chr18,768
AC105105.2,chr18,646
MIR122HG,chr18,4521
MIR122,chr18,85
MIR3591,chr18,73
AC105105.4,chr18,1294
ALPK2,chr18,9431
AC105105.3,chr18,713
AC105105.1,chr18,2553
AC104971.2,chr18,335
SNORA108,chr18,68
RPL9P31,chr18,578
AC104971.3,chr18,249
AC104971.1,chr18,1209
MALT1,chr18,11527
AC104365.1,chr18,670
MRPL37P1,chr18,1337
AC104365.3,chr18,625
AC104365.2,chr18,740
RNU6-219P,chr18,107
LINC01926,chr18,478
ZNF532,chr18,11951
RNU2-69P,chr18,100
OACYLP,chr18,3166
AC040963.1,chr18,911
SEC11C,chr18,4511
GRP,chr18,851
RAX,chr18,3725
CPLX4,chr18,3545
LMAN1,chr18,6767
AC016229.2,chr18,417
CCBE1,chr18,6753
AC016229.1,chr18,487
AC090213.1,chr18,546
AC010776.1,chr18,542
AC010776.2,chr18,1081
AC010776.3,chr18,424
RPS26P54,chr18,348
GLUD1P4,chr18,418
AC098847.1,chr18,1114
PMAIP1,chr18,2235
AC107990.1,chr18,489
NFE2L3P1,chr18,1959
RN7SL342P,chr18,294
SDCCAG3P1,chr18,1150
AC090377.1,chr18,1762
SINHCAFP2,chr18,664
RNU6-567P,chr18,107
AC090771.2,chr18,571
RPS3AP49,chr18,790
RNU4-17P,chr18,141
AC090771.1,chr18,1618
AC090621.1,chr18,419
AC091576.1,chr18,634
MC4R,chr18,1714
AC010928.2,chr18,287
MRPS5P4,chr18,325
AC010928.3,chr18,541
AC010928.1,chr18,1692
AC113137.1,chr18,558
CTBP2P3,chr18,1255
HMGN1P31,chr18,304
CDH20,chr18,4119
RNU6-116P,chr18,109
RPL30P14,chr18,348
AC090409.2,chr18,610
AC090409.1,chr18,1199
AC105094.2,chr18,1156
AC105094.1,chr18,316
LINC01544,chr18,5168
RNF152,chr18,10632
PIGN,chr18,19003
RPIAP1,chr18,742
RELCH,chr18,10690
AC027514.1,chr18,1603
AC027514.2,chr18,637
TNFRSF11A,chr18,8999
AC100843.1,chr18,324
RPL17P44,chr18,550
AC100843.2,chr18,259
ACTBP9,chr18,1099
ZCCHC2,chr18,10235
AC064801.1,chr18,407
AC064801.2,chr18,1303
RN7SL705P,chr18,294
PHLPP1,chr18,9142
RNU6-142P,chr18,107
BCL2,chr18,11765
AC022726.1,chr18,207
AC022726.2,chr18,547
KDSR,chr18,9313
AC036176.1,chr18,785
VPS4B,chr18,4315
AC036176.2,chr18,1153
SERPINB5,chr18,3939
AC036176.3,chr18,418
ATP5MC1P6,chr18,412
SERPINB12,chr18,1278
SERPINB13,chr18,4535
SERPINB4,chr18,2013
SERPINB11,chr18,3696
SERPINB3,chr18,1777
SERPINB7,chr18,2637
SERPINB2,chr18,2748
SERPINB10,chr18,2700
HMSD,chr18,2920
AC009802.1,chr18,1609
SERPINB8,chr18,5868
LINC01924,chr18,3261
RPL12P39,chr18,496
LINC00305,chr18,1035
LINC01538,chr18,3153
AC027506.1,chr18,198
AC007948.1,chr18,242
AC007631.1,chr18,189
LINC01916,chr18,559
AC090358.1,chr18,852
CDH7,chr18,14532
AC023394.2,chr18,792
AC023394.1,chr18,312
PRPF19P1,chr18,898
CDH19,chr18,6864
RNU6-1037P,chr18,107
MIR5011,chr18,103
RPL31P9,chr18,141
AC091042.1,chr18,173
AC110597.1,chr18,3176
DSEL,chr18,9531
AC110597.3,chr18,3305
AC114689.3,chr18,2991
AC022662.1,chr18,331
AC022655.1,chr18,288
AC022655.2,chr18,318
AC114689.1,chr18,2484
LINC01903,chr18,2149
AC114689.2,chr18,1297
AC100844.1,chr18,440
AC068112.1,chr18,346
LINC01912,chr18,496
AC022968.1,chr18,442
AC005909.1,chr18,755
AKR1B10P2,chr18,927
AC067819.1,chr18,154
TMX3,chr18,7637
CCDC102B,chr18,5805
AC040896.1,chr18,479
AC022035.1,chr18,302
RNU6-39P,chr18,107
SDHCP1,chr18,512
AC096708.2,chr18,559
AC096708.3,chr18,552
AC096708.1,chr18,658
AC090337.1,chr18,2074
AC090337.2,chr18,3249
AC026585.1,chr18,524
DOK6,chr18,9387
AC119868.1,chr18,612
AC119868.2,chr18,432
AC068254.2,chr18,3577
AC068254.1,chr18,483
CD226,chr18,13638
RTTN,chr18,19323
SOCS6,chr18,5984
LINC01909,chr18,1040
LIVAR,chr18,384
LINC01910,chr18,2637
LARP7P3,chr18,337
RPS2P6,chr18,895
AC091305.1,chr18,1576
RN7SL795P,chr18,282
GTSCR1,chr18,470
AC090415.2,chr18,374
AC090415.1,chr18,847
AC091691.2,chr18,567
AC091691.1,chr18,1018
LINC01541,chr18,3105
AC090312.1,chr18,348
AC090312.2,chr18,378
LINC01899,chr18,1101
AC027458.1,chr18,613
AC069114.1,chr18,287
AC069114.2,chr18,304
CBLN2,chr18,5593
HNRNPA1P11,chr18,956
NETO1,chr18,5509
AC023301.1,chr18,2206
RNA5SP460,chr18,100
MIR548AV,chr18,62
AC091138.1,chr18,534
AC079062.1,chr18,6856
LINC02582,chr18,2275
AC079070.1,chr18,555
RN7SL401P,chr18,298
AC090125.1,chr18,493
AC010947.1,chr18,693
FBXO15,chr18,6245
TIMM21,chr18,5208
AC090398.1,chr18,1463
RN7SL551P,chr18,298
CYB5A,chr18,9313
C18orf63,chr18,5127
FAUP1,chr18,414
LINC01922,chr18,2339
FAM69C,chr18,3843
CNDP2,chr18,11848
AC009704.2,chr18,483
CNDP1,chr18,7177
AC009704.1,chr18,331
LINC00909,chr18,3742
ZNF407,chr18,12190
AC015819.2,chr18,555
AC015819.1,chr18,663
AC015819.3,chr18,2674
AC015819.4,chr18,779
ZADH2,chr18,8157
TSHZ1,chr18,8281
AC116003.3,chr18,541
AC116003.1,chr18,2506
SMIM21,chr18,4009
AC116003.2,chr18,748
LINC01898,chr18,1903
AC021506.1,chr18,597
AC021506.2,chr18,169
AC090457.1,chr18,211
AC011095.1,chr18,2936
AC103808.6,chr18,464
LINC01893,chr18,479
AC103808.2,chr18,594
AC103808.4,chr18,391
AC103808.3,chr18,598
AC103808.1,chr18,922
AC103808.5,chr18,462
ZNF516,chr18,8217
AC009716.1,chr18,398
AC009716.2,chr18,3765
AC018413.1,chr18,1393
C18orf65,chr18,2076
LINC00908,chr18,3036
LINC00683,chr18,4928
LINC01927,chr18,712
LINC01879,chr18,2338
ARL2BPP1,chr18,478
CCND3P2,chr18,537
AC139085.1,chr18,182
ZNF236-DT,chr18,1295
RNU6-346P,chr18,111
AC027575.2,chr18,586
ZNF236,chr18,8926
RPL26P35,chr18,460
AC027575.1,chr18,2747
AC093330.1,chr18,2478
MBP,chr18,18615
AC093330.2,chr18,3998
AC018529.1,chr18,361
AC018529.3,chr18,2254
AC018529.2,chr18,3125
AC100863.1,chr18,560
GALR1,chr18,10299
AC124254.1,chr18,562
BDP1P,chr18,1990
AC123786.1,chr18,661
AC123786.2,chr18,275
RNA5SP461,chr18,104
LINC01029,chr18,2094
AC134978.1,chr18,788
RNU6-655P,chr18,107
AC107892.1,chr18,2727
AC087399.1,chr18,573
AC012572.1,chr18,397
AC044873.1,chr18,399
AC091027.2,chr18,179
AC091027.1,chr18,523
LINC01896,chr18,1732
SALL3,chr18,7397
ATP9B,chr18,14934
AC099689.1,chr18,1302
AC125437.1,chr18,714
AC125437.2,chr18,2167
AC104423.1,chr18,728
AC023090.1,chr18,502
AC023090.2,chr18,2110
NFATC1,chr18,9068
AC018445.3,chr18,1945
AC018445.1,chr18,568
AC018445.4,chr18,2291
AC018445.2,chr18,260
AC068473.3,chr18,6158
AC068473.4,chr18,585
AC068473.1,chr18,1111
AC068473.5,chr18,2072
CTDP1,chr18,7415
AC068473.2,chr18,474
AC021594.1,chr18,636
AC021594.2,chr18,527
KCNG2,chr18,2162
AC114341.1,chr18,349
PQLC1,chr18,5225
HSBP1L1,chr18,2056
TXNL4A,chr18,5231
AC090360.1,chr18,3902
RBFA,chr18,3722
RBFADN,chr18,6623
SLC25A6P4,chr18,553
ADNP2,chr18,5893
PARD6G-AS1,chr18,4589
PARD6G,chr18,4224
AC139100.2,chr18,662
AC139100.1,chr18,2232
WASH5P,chr19,6331
AC008993.1,chr19,776
AC008993.2,chr19,806
AC008993.3,chr19,631
MIR1302-11,chr19,138
FAM138F,chr19,1285
OR4G3P,chr19,913
OR4G1P,chr19,1788
OR4F17,chr19,3265
WBP1LP11,chr19,328
OR4F8P,chr19,937
AC092192.1,chr19,1018
SEPT14P19,chr19,634
CICP19,chr19,2357
AC092299.1,chr19,757
AC010507.1,chr19,634
LINC01002,chr19,7765
AC010507.2,chr19,676
RNU6-1076P,chr19,104
AC016588.2,chr19,3021
PLPP2,chr19,7059
MIER2,chr19,7939
AC016588.1,chr19,542
THEG,chr19,2730
AC010641.1,chr19,529
